0.0,1.0
0.0,1.0
0.01,0.98
0.01,0.98
0.0,1.0
0.0,1.0
0.01,0.99
0.01,0.99
0.01,0.99
0.0,1.0
0.32,0.55
0.23,0.69
0.1,0.77
0.12,0.82
0.09,0.85
0.13,0.82
0.07,0.91
0.06,0.92
0.07,0.89
0.08,0.87
0.06,0.91
0.03,0.94
0.02,0.97
0.03,0.95
0.03,0.96
0.03,0.95
0.02,0.96
0.01,0.98
0.02,0.97
0.01,0.96
0.39,0.56
0.37,0.58
0.23,0.7
0.23,0.66
0.23,0.66
0.15,0.74
0.16,0.81
0.15,0.78
0.15,0.77
0.19,0.77
